2,8,0,0,0,0,0,0,0,0,0,13,14,3,3,0,22,0,0,-1,0,0,0,0,5,0,0
17,8,0,0,0,0,0,0,0,0,1,0,3,2,0,0,1,0,0,-1,0,0,0,0,2,0,0
47,8,0,0,0,0,0,0,0,0,0,4,10,2,3,1,9,0,0,-1,0,0,0,0,4,0,0
19,8,0,1,0,1,0,0,1,0,1,6,0,0,0,0,5,0,0,-1,0,0,0,0,4,0,0
6,8,0,0,0,1,0,1,0,0,1,2,7,0,1,0,7,0,0,-1,0,0,0,0,2,0,0
20,8,0,1,0,0,0,1,0,0,0,3,13,5,0,12,0,0,0,-1,0,0,0,1,1,0,0
35,8,0,0,0,0,2,0,0,0,0,8,5,0,0,0,12,0,0,-1,0,0,0,0,5,0,0
27,8,0,0,0,0,0,2,0,0,0,0,5,3,0,3,1,0,0,-1,0,0,0,0,4,0,0
22,8,0,0,0,1,1,0,0,0,1,9,13,3,13,1,2,0,0,-1,0,0,0,0,5,0,0
59,8,0,1,0,0,0,1,1,0,0,10,9,5,5,2,9,0,0,-1,0,0,0,0,1,0,0
50,8,0,0,0,0,0,2,0,0,0,2,9,3,0,2,6,0,0,-1,0,0,0,0,2,0,0
64,9,0,0,0,0,0,0,0,0,0,13,9,4,0,0,21,0,0,-1,0,0,0,2,2,0,0
76,9,0,0,0,0,0,0,0,0,1,14,10,3,6,1,2,0,0,-1,0,0,0,1,4,0,0
52,9,0,0,0,0,0,0,0,0,1,10,9,2,5,8,4,0,0,-1,0,0,0,0,0,0,0
21,9,0,0,0,0,0,0,0,0,1,13,1,0,0,1,8,0,0,-1,0,0,0,3,3,0,0
38,9,0,0,0,0,0,0,0,0,1,6,1,0,0,6,0,0,0,-1,0,0,0,2,3,0,0
34,9,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67,9,0,0,0,0,0,0,0,0,0,11,7,1,4,8,0,0,0,0,1,0,0,0,3,0,0
32,9,0,0,0,0,0,0,0,0,1,7,13,3,0,3,16,0,0,-1,0,0,0,0,2,0,0
27,9,0,0,0,0,0,0,0,0,0,7,14,3,8,7,1,0,0,-1,0,0,0,0,3,0,0
4,9,0,0,0,0,0,0,0,0,0,2,14,5,1,8,6,0,0,-1,0,0,0,0,4,0,0
62,9,0,0,0,0,0,0,0,0,1,6,1,4,3,3,0,0,0,-1,0,0,0,2,1,0,0
43,9,0,0,0,0,0,0,0,0,1,10,8,3,1,8,8,0,0,-1,0,0,0,0,5,0,0
68,10,0,0,0,0,0,0,0,0,1,14,4,0,1,8,7,0,0,-1,0,0,0,0,0,0,0
16,10,0,1,0,0,0,1,0,0,0,10,11,5,0,6,9,0,0,-1,0,0,0,0,4,0,0
31,10,0,0,0,1,0,1,1,0,1,12,13,5,4,7,6,0,0,-1,0,0,0,0,1,0,0
8,10,0,1,0,0,1,0,1,0,0,9,5,5,0,0,13,0,0,-1,0,0,0,1,4,1,0
29,10,0,0,0,0,1,1,1,0,0,6,0,1,0,3,2,0,0,-1,0,0,0,3,2,0,0
62,10,0,1,0,1,0,0,0,0,0,3,12,1,1,2,8,0,0,-1,0,0,0,1,1,0,0
27,10,0,1,0,0,0,1,1,0,1,1,5,2,0,2,3,0,0,-1,0,0,0,0,5,0,0
5,10,0,1,0,0,0,1,1,0,1,7,11,5,3,3,6,0,0,-1,0,0,0,0,0,0,0
6,10,0,1,2,1,0,2,1,0,0,8,8,5,0,0,11,0,0,-1,0,0,0,0,1,0,0
65,10,0,1,1,0,2,0,0,0,1,8,9,4,0,1,15,1,0,1,0,0,0,1,5,0,0
28,10,0,1,0,0,0,1,0,0,0,11,5,5,0,0,15,0,0,-1,0,0,0,0,4,0,0
11,10,0,1,0,0,0,1,0,0,0,7,2,4,1,5,2,0,0,-1,0,0,0,0,4,0,0
58,11,0,0,0,0,0,0,0,0,1,13,7,4,1,1,15,0,0,-1,0,0,0,0,4,0,0
57,11,0,0,0,0,0,0,0,0,1,8,2,2,1,4,4,0,0,-1,0,0,0,3,1,0,0
20,11,0,0,0,0,0,0,0,0,1,14,10,4,7,6,10,0,0,-1,0,0,0,1,5,0,0
1,11,0,0,0,0,0,0,0,0,0,9,10,2,2,9,2,0,0,-1,0,0,0,0,2,0,0
15,11,0,0,0,0,0,0,0,0,0,1,7,1,0,1,2,0,0,-1,0,0,0,0,0,0,0
65,11,0,0,0,0,0,0,0,0,0,2,10,0,0,1,10,0,0,-1,0,0,0,0,5,0,0
61,11,0,0,0,0,0,0,0,0,0,2,4,5,1,3,1,0,0,-1,0,0,0,0,2,0,0
45,11,0,0,0,0,0,0,0,0,1,7,8,0,1,2,11,0,0,-1,0,0,0,0,1,0,0
78,11,0,0,0,0,0,0,0,0,1,8,12,0,8,4,4,0,0,-1,0,0,0,0,1,0,0
47,11,0,0,0,0,0,0,0,0,1,2,11,5,1,11,0,0,0,1,1,0,0,0,0,0,0
40,11,0,0,0,0,0,0,0,0,0,5,12,2,1,11,3,0,0,-1,0,0,0,0,5,0,0
53,11,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,-1,0,0,0,0,5,0,0
45,12,0,0,0,0,0,0,0,0,0,10,1,0,1,5,3,0,0,-1,0,0,0,2,0,0,0
32,12,0,0,0,0,0,0,0,0,0,9,3,5,4,2,5,0,0,-1,0,0,0,0,1,0,0
74,12,0,0,0,0,0,0,0,1,1,12,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
49,12,0,0,0,0,0,0,0,0,1,10,9,3,0,12,1,0,0,-1,0,0,0,0,4,0,0
67,12,0,0,0,0,0,0,0,0,0,12,5,3,0,1,15,0,0,0,1,0,0,0,4,0,0
22,12,0,0,0,0,0,0,0,0,0,11,5,5,7,1,4,0,0,-1,0,0,0,0,5,0,0
33,12,0,0,0,0,0,0,0,0,1,7,9,3,0,8,2,0,0,-1,0,0,0,0,3,0,0
54,12,0,0,0,0,0,0,0,0,0,13,2,4,0,8,5,0,0,-1,0,0,0,0,0,0,0
8,12,0,0,0,0,0,0,0,0,1,8,7,3,0,0,14,0,0,-1,0,0,0,0,4,0,0
62,12,0,0,0,0,0,0,0,0,1,14,8,4,2,4,1,0,0,-1,0,0,0,0,2,0,0
47,12,0,0,0,0,0,0,0,0,1,11,5,4,0,9,6,0,0,-1,0,0,0,3,0,0,0
37,12,0,0,0,0,0,0,0,0,1,7,4,2,0,7,1,0,0,-1,0,0,0,0,1,0,0
73,13,0,0,0,0,0,2,1,0,0,10,9,3,2,3,0,0,0,-1,0,0,0,0,2,0,0
56,13,0,0,0,0,1,1,0,0,0,13,0,1,1,2,7,0,0,-1,0,1,0,1,5,0,0
1,13,0,1,0,0,0,1,1,0,1,8,6,5,0,1,11,0,0,1,1,0,0,0,5,0,0
72,13,0,1,0,0,1,0,1,0,1,1,1,5,0,1,0,0,0,-1,0,0,0,1,0,0,0
51,13,0,1,0,0,1,0,0,0,1,6,0,3,0,0,5,0,0,-1,0,0,0,0,4,0,0
25,13,0,0,0,0,1,0,0,0,1,11,2,2,0,4,7,0,0,-1,0,0,0,1,4,0,0
11,13,0,1,0,0,0,1,1,0,1,4,0,4,0,0,2,0,0,-1,0,0,0,0,2,0,0
71,13,0,0,2,0,1,2,1,0,1,3,9,5,9,0,2,0,0,-1,0,0,0,0,3,0,0
37,13,0,0,0,0,0,1,1,0,0,6,3,0,0,1,7,0,0,-1,0,0,0,3,2,0,0
78,13,0,0,0,1,1,0,1,0,1,3,2,5,0,0,4,0,0,-1,0,0,0,0,4,0,0
63,13,0,0,0,0,0,2,0,0,0,11,6,1,2,0,14,0,0,-1,0,0,0,0,3,0,0
3,13,0,1,0,0,0,0,0,0,0,6,5,4,0,2,8,0,0,-1,0,0,0,0,0,0,0
72,14,0,0,0,0,0,0,0,0,0,5,13,4,0,2,15,0,0,-1,0,0,0,0,2,0,0
71,14,0,0,0,0,0,0,0,0,0,7,2,3,2,0,4,0,0,-1,0,0,0,0,1,0,0
20,14,0,0,0,1,0,0,1,0,0,6,0,3,0,2,1,0,0,-1,0,0,0,0,2,0,0
8,14,0,0,0,0,0,0,1,0,0,12,3,5,0,10,0,0,0,-1,0,0,0,2,0,0,0
6,14,0,0,0,0,0,1,0,0,0,5,4,1,1,2,5,0,0,-1,0,0,0,2,4,0,0
44,14,0,1,2,1,1,1,0,0,0,3,8,4,0,8,2,0,0,-1,0,0,0,0,2,0,0
68,14,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,3,0,0
54,14,0,1,0,0,0,0,1,0,1,3,2,1,3,0,1,0,0,0,1,0,0,0,1,0,0
41,14,0,1,0,1,0,0,0,0,0,13,4,3,0,6,6,0,0,-1,0,0,0,0,5,0,0
13,14,0,0,0,1,0,1,1,0,1,6,5,3,0,1,8,0,0,-1,0,0,0,2,3,0,0
2,14,0,0,0,0,1,1,1,0,1,3,4,0,1,2,3,0,0,-1,0,0,0,0,0,0,0
7,14,0,1,0,0,1,0,1,0,0,3,4,4,2,3,1,0,0,-1,0,0,0,0,0,0,0
20,15,0,0,0,0,0,0,0,0,0,1,5,0,1,1,3,0,0,-1,0,0,0,1,5,0,0
46,15,0,0,0,0,0,0,0,0,0,14,9,5,0,0,22,0,0,-1,0,0,0,0,3,0,0
7,15,0,0,0,0,0,0,0,0,0,9,13,4,1,0,7,0,0,2,0,0,0,0,0,0,0
13,15,0,1,1,0,1,1,1,0,1,9,0,5,2,6,0,0,0,-1,0,1,0,0,4,0,0
9,15,0,0,0,2,0,0,1,0,0,9,13,1,3,1,17,0,0,-1,0,0,0,0,0,0,0
54,15,0,1,0,0,0,0,0,0,0,10,2,4,0,0,11,0,0,-1,0,0,0,0,3,0,0
51,15,0,1,0,0,0,1,1,0,0,3,2,3,0,0,4,0,0,-1,0,0,0,0,1,0,0
27,15,0,0,0,1,0,1,0,0,1,3,11,3,5,3,4,0,0,-1,0,0,0,0,0,0,0
66,15,0,1,0,0,0,0,0,0,1,6,5,2,0,5,5,0,0,-1,0,0,0,0,3,0,0
33,15,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
10,15,0,0,0,0,2,0,1,0,0,12,11,0,2,0,20,0,0,-1,0,0,0,0,2,0,0
50,15,0,1,0,0,0,1,0,0,0,4,11,1,1,5,6,0,0,-1,0,0,0,0,5,0,0
34,16,0,0,0,0,0,0,0,0,0,14,4,2,0,0,17,0,0,-1,0,0,0,0,3,0,0
77,16,0,0,0,0,0,0,0,0,0,0,8,1,0,3,4,0,0,-1,0,0,0,1,0,0,0
57,16,0,0,0,0,0,0,0,0,1,11,1,3,0,4,5,0,0,-1,0,0,0,0,4,0,0
12,16,0,0,0,0,0,0,0,0,0,2,5,2,2,1,3,0,0,-1,0,0,0,0,5,0,0
14,16,0,0,0,0,0,0,0,0,1,10,2,3,0,1,10,0,0,-1,0,0,0,0,4,0,0
1,16,0,0,0,0,0,0,0,1,0,6,8,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
10,16,0,0,0,0,0,0,0,0,0,0,12,0,0,1,10,1,0,1,1,0,0,0,4,0,0
78,16,0,0,0,0,0,0,0,0,0,8,9,5,7,2,7,0,0,0,1,0,0,0,4,0,0
49,16,0,0,0,0,0,0,0,0,0,10,4,0,0,5,8,0,0,-1,0,0,0,0,4,0,0
6,16,0,0,0,0,0,0,0,0,0,5,2,4,0,0,6,0,0,-1,0,0,0,0,1,0,0
69,16,0,0,0,0,0,0,0,0,1,8,3,5,1,0,9,0,0,-1,0,0,0,0,3,0,0
13,16,0,0,0,0,0,0,0,0,1,6,6,4,1,0,10,0,0,1,1,0,0,0,2,0,0
54,17,0,0,0,0,0,0,0,0,0,13,13,3,0,22,0,0,0,-1,0,0,0,0,5,0,0
80,17,0,1,0,0,1,0,0,0,1,8,2,4,3,3,1,0,0,-1,0,0,0,0,3,0,0
22,17,0,1,0,0,1,0,1,0,0,14,13,5,1,2,23,0,0,-1,0,0,0,0,0,0,0
19,17,0,0,0,0,1,0,0,0,0,8,2,2,0,0,1,0,0,-1,0,0,0,0,1,0,0
13,17,0,0,0,0,1,1,0,0,1,3,11,0,3,0,10,0,0,-1,0,0,0,0,0,1,0
42,17,0,0,0,0,0,2,0,0,1,2,4,3,0,1,4,0,0,2,0,0,0,0,3,0,0
52,17,0,0,0,2,0,0,1,0,0,12,14,3,2,1,22,0,0,-1,0,0,0,0,1,0,0
26,17,0,0,0,0,0,1,1,0,1,2,9,5,0,4,5,0,0,-1,0,0,0,0,3,0,0
77,17,0,0,0,0,0,2,1,0,1,13,8,2,0,0,20,0,0,-1,0,0,0,0,3,0,0
73,17,0,1,0,0,1,0,1,0,0,0,5,3,1,1,2,0,0,-1,0,0,0,2,0,0,0
27,17,0,0,0,0,1,0,1,0,1,13,10,0,10,4,1,0,0,-1,0,0,0,0,4,0,0
17,17,0,0,0,1,0,1,0,0,0,0,13,1,0,0,12,0,0,-1,0,0,0,0,1,0,0
66,18,0,1,0,0,0,1,0,0,0,6,6,4,1,1,9,0,0,-1,0,0,0,0,5,0,0
39,18,0,1,0,0,0,1,0,0,0,9,1,5,0,8,1,0,0,-1,0,0,1,0,2,0,0
54,18,0,1,0,0,0,1,0,0,0,7,7,4,0,2,11,0,0,-1,0,0,0,0,5,0,0
12,18,0,0,0,0,0,2,1,0,1,9,13,5,1,1,19,0,0,-1,0,0,0,1,0,0,0
63,18,0,0,0,0,0,2,0,1,0,8,9,0,2,11,-12,0,0,-1,0,0,0,0,0,0,0
3,18,0,0,0,0,2,0,0,0,0,5,14,1,11,0,7,0,0,-1,0,0,0,0,4,0,0
7,18,0,1,0,0,1,0,1,0,1,7,5,3,0,2,7,0,0,-1,0,0,0,0,5,0,0
56,18,0,1,0,0,0,1,1,0,1,2,4,0,0,3,1,0,0,-1,0,0,0,0,5,0,0
24,18,0,0,0,1,0,1,1,0,0,11,0,3,0,3,7,0,0,-1,0,0,0,0,1,0,0
32,18,0,1,0,0,1,0,0,0,0,2,5,2,1,1,0,0,0,-1,0,0,0,1,4,0,0
38,18,0,1,0,0,1,0,1,0,0,4,0,2,0,3,0,0,0,-1,0,0,0,0,1,0,0
51,18,0,0,0,0,0,2,1,0,0,11,0,2,0,7,3,0,0,-1,0,0,0,1,1,0,0
55,19,0,0,0,0,0,0,0,0,0,5,1,2,0,0,5,0,0,-1,0,0,0,0,3,0,0
4,19,0,0,0,0,0,0,0,0,1,6,6,3,4,5,2,0,0,-1,0,0,0,0,4,0,0
12,19,0,0,0,0,0,0,0,0,1,7,4,0,6,3,1,0,0,-1,0,0,0,1,4,0,0
16,19,0,0,0,0,0,0,0,0,1,1,14,1,0,4,10,0,0,-1,0,0,0,0,0,0,0
22,19,0,0,0,0,0,0,0,0,0,6,5,0,0,7,3,0,0,-1,0,0,0,0,0,0,0
65,19,0,0,0,0,0,0,0,0,0,13,14,4,4,15,3,0,0,-1,0,0,0,0,4,0,0
49,19,0,0,0,0,0,0,0,0,1,7,12,3,1,3,1,0,0,-1,0,0,0,0,2,0,0
20,19,0,0,0,0,0,0,0,0,0,6,0,1,1,2,2,0,0,-1,0,0,0,0,5,0,1
75,19,0,0,0,0,0,0,0,0,0,9,14,0,5,6,5,0,0,-1,0,0,0,0,5,0,0
60,19,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,-1,0,0,0,0,5,0,0
69,19,0,0,0,0,0,0,0,0,1,4,8,4,0,4,7,0,0,-1,0,0,0,0,4,0,0
8,19,0,0,0,0,0,0,0,0,0,5,10,0,0,0,14,0,0,-1,0,0,0,1,0,0,0
15,20,0,0,0,0,0,0,0,0,1,12,8,1,13,1,0,0,0,-1,0,0,0,0,1,0,0
12,20,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,-1,0,0,0,2,2,0,0
72,20,0,0,0,0,0,0,0,0,1,3,9,4,1,0,10,0,0,-1,0,0,0,3,0,0,0
29,20,0,0,0,0,0,0,0,0,0,1,12,3,0,2,8,0,0,-1,0,0,0,0,5,0,0
19,20,0,0,0,0,0,0,0,0,0,14,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0
78,20,0,0,0,0,0,0,0,0,0,9,1,3,3,1,5,0,0,-1,0,0,0,0,1,0,0
13,20,0,1,0,0,0,1,0,0,0,13,11,2,3,2,0,0,0,-1,0,0,0,0,0,0,0
25,20,0,1,0,0,0,1,1,0,1,1,4,4,0,1,3,0,0,-1,0,0,0,0,3,0,0
1,20,0,1,0,0,0,1,1,0,1,12,11,2,8,0,11,0,0,-1,0,0,0,0,2,0,0
44,20,0,0,0,0,0,2,1,0,0,6,13,0,3,7,6,0,0,-1,0,0,0,0,1,0,0
55,20,0,0,0,0,0,2,1,0,0,8,12,1,0,10,8,0,0,-1,0,0,0,1,0,0,0
49,20,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,0,0,-1,0,0,0,0,1,0,0
73,21,0,0,0,0,0,0,0,0,0,9,5,1,1,9,0,0,0,-1,0,0,0,2,0,0,0
68,21,0,0,0,0,0,0,0,0,1,4,7,2,1,0,6,0,0,-1,0,0,0,0,0,0,0
5,21,0,0,0,0,0,0,0,0,1,10,2,3,0,2,9,0,0,-1,0,0,0,1,4,0,0
35,21,0,0,0,0,0,0,0,0,1,6,0,0,0,0,3,0,0,-1,0,0,0,0,2,0,0
65,21,0,0,0,0,0,0,0,0,1,6,14,4,3,2,11,0,0,-1,0,0,0,0,2,0,0
77,21,0,0,0,0,0,0,0,0,1,6,7,5,0,3,9,0,0,-1,0,0,0,0,3,0,0
46,21,0,0,0,0,0,0,0,0,0,7,11,5,0,0,15,0,0,-1,0,0,1,0,2,0,0
75,21,0,0,0,0,0,0,0,0,1,14,13,0,1,3,22,0,0,-1,0,0,0,0,2,0,0
61,21,0,0,0,0,0,0,0,0,0,2,14,1,0,1,14,0,0,-1,0,0,0,0,0,0,0
56,21,0,0,0,0,0,0,0,0,0,5,14,3,2,4,7,0,0,-1,0,0,0,0,5,0,1
10,21,0,0,0,0,0,0,0,0,1,10,12,3,10,1,9,0,0,-1,0,0,0,0,2,0,0
34,21,0,0,0,0,0,0,0,0,1,12,13,4,0,2,15,0,0,-1,0,0,0,0,1,1,0
74,22,0,0,0,0,0,0,0,0,0,6,4,3,1,2,6,0,0,1,1,0,0,0,3,0,0
12,22,0,0,0,0,0,2,1,0,1,9,10,1,3,1,5,0,0,-1,0,0,0,2,3,0,0
